Close/Last,Open,High,Low
134.9775,139.0288,139.835,134.0675
138.115,140.3675,141.215,137.925
139.7,138.1068,140.0575,137.6775
140.9525,142.905,143.4275,139.6
142.4825,142.965,143.485,140.1863
142.26,139.895,143.47,139.125
137.6275,137.67,138.2425,136.6075
138.3875,140.75,140.845,137.58
139.64,139.9975,141.1925,138.635
137.365,138.3,141.42,136.65
136.425,132.36,136.4425,132.2277
130.6225,132.25,135.195,130.51
136.145,137.58,137.6274,134.6075
135.305,131.575,136.225,131.5025
132.2575,129.375,134.4275,129.3325
130.35,130.4025,130.5175,127.5
128.7375,124.475,128.835,122.4575
123.48,120.7225,125.695,120.14
121.2375,125.755,127.27,120.7925
126.3775,125.75,126.48,121.5555
125.1725,119.25,125.225,119.045
121.8925,125.9375,126.325,119.8875
124.635,121.3223,125.8975,120.3475
125.145,129.5725,130.9275,125.1375
129.91,132.8,132.9875,128.2775
128.7225,130.81,133.15,126.3114
121.645,124.855,126.525,118.9575
123.1175,129.8925,130.6525,121.67
127.15,124.0,128.0925,122.3175
119.13,117.345,125.5,117.0425
126.225,127.8375,131.75,117.0475
130.155,138.2863,138.845,128.7875
143.465,147.0375,147.2675,139.0
138.21,134.8,139.9375,134.365
133.745,131.8278,135.75,130.3775
131.4775,126.7493,131.48,126.425
126.2825,127.815,128.5,125.6643
127.73,127.9924,128.6849,126.7775
127.5,126.3075,127.6125,125.7375
127.2025,128.8375,129.125,125.075
126.835,122.0175,128.087,121.9516
121.41,119.75,123.75,118.7875
121.385,122.965,123.15,120.98
122.6075,124.5,124.96,120.8625
123.37,118.5125,124.0975,118.1719
115.64,115.3,117.0475,114.405
114.43,115.46,117.2175,113.5575
114.4025,109.9075,114.67,109.5825
108.5,110.7375,111.3675,107.9575
111.65,113.3425,114.0825,108.565
111.995,113.125,115.0475,110.375
113.355,113.4975,113.58,111.7875
112.8675,112.44,113.7168,111.6625
112.2775,110.5,112.2775,109.06
110.1025,107.325,110.9875,107.1525
106.1475,105.6325,107.665,104.33
106.14,103.75,106.2305,102.9525
104.655,103.908,105.1625,103.47
102.155,103.7425,103.82,102.0925
104.215,102.3225,104.4175,102.1775
101.945,98.75,103.6475,97.77
101.2975,104.5,105.47,100.3125
104.3875,103.675,106.025,102.9156
103.285,105.13,105.5993,102.8675
105.1075,102.7425,105.3125,101.5675
102.015,102.255,102.485,100.8775
101.3475,100.15,102.0675,98.955
102.2725,104.1425,104.33,100.5575
103.77,100.75,104.0275,97.855
100.5225,105.95,107.9225,100.25
104.7925,105.8875,106.5525,103.7875
105.09,103.8025,105.7,102.335
102.16,99.9375,102.25,99.655
98.7175,99.4625,100.7,98.5075
98.3925,97.4175,99.0875,97.125
96.1225,96.39,97.375,95.7825
95.3,95.2075,95.7567,94.13
94.9775,93.1399,95.2625,92.665
92.0,91.6975,92.045,89.0
91.55,95.0,95.0,91.25
94.9,93.5575,95.05,91.8225
92.355,94.7625,95.5638,91.445
94.5,95.51,96.425,94.075
95.2675,93.0,95.3125,92.733
92.6125,92.425,94.45,92.2734
92.18,92.27,92.825,91.145
92.36,91.1375,92.99,90.7025
90.685,92.25,92.6675,88.3875
91.7375,88.1525,91.8225,87.4375
89.325,91.625,91.8725,87.0335
87.9625,91.5,92.6125,87.86
93.6675,91.6775,95.0,91.535
90.46,88.0,91.0975,87.5125
88.05,88.7725,88.8962,86.8575
89.2,87.945,89.97,87.0798
87.665,87.28,89.4325,86.775
87.695,88.2225,88.6625,87.0
88.2525,87.9625,88.3725,86.58
88.0625,88.3325,88.4075,86.895
88.755,85.545,88.755,84.85
84.87,84.1225,87.605,83.7925
85.2525,86.25,86.3275,79.9675
87.1775,91.5675,91.8175,86.72
90.2625,88.2525,90.93,87.1325
87.7525,90.515,90.5241,87.375
89.7,89.91,90.43,88.8875
88.055,87.9025,90.875,87.6275
87.5025,87.605,89.165,86.805
84.9075,78.8975,85.005,78.74
80.305,78.4163,80.36,76.875
77.8,79.175,80.785,75.9475
78.025,81.235,81.725,77.9275
80.655,78.075,81.125,77.7875
78.125,76.9375,78.1875,76.5975
76.2175,75.845,76.8525,75.3307
74.4475,74.2325,75.5,73.8525
73.435,73.8675,75.0675,72.8225
72.8213,70.22,72.96,70.22
70.695,71.0875,72.225,70.2108
73.07,74.0733,74.615,72.93
74.615,74.1925,75.145,73.4375
72.84,75.75,76.05,72.785
74.27,73.7475,75.875,73.5
72.3975,70.9,72.4175,70.15
71.0025,71.96,73.2844,70.75
71.5375,69.3075,71.9675,68.85
67.3775,70.5775,71.1925,66.7775
71.7625,71.81,73.375,71.3175
73.08,74.5,74.715,71.735
73.675,71.77,74.75,71.6375
70.21,69.3,71.0418,68.845
70.9875,68.75,71.33,68.4723
67.4625,65.1375,67.55,64.25
65.7375,68.0,68.23,65.105
66.7375,65.8525,66.9875,65.15
64.7575,69.325,69.5625,64.325
67.1,63.81,67.47,63.2325
60.9775,63.49,63.9075,59.5975
63.8675,61.06,64.0,60.5775
60.7675,63.9125,65.3825,60.32
65.9,66.8,68.85,64.4375
66.3975,63.84,66.49,63.3975
63.1825,62.5,65.7794,62.17
64.31,63.485,65.555,62.5
61.405,63.45,65.455,60.915
62.295,57.25,63.165,57.0125
53.1725,51.4275,54.12,49.63
51.4375,54.75,57.58,51.2825
53.2425,50.49,54.1825,48.3475
50.705,50.0238,52.485,45.1702
54.3175,50.2275,55.215,47.75
49.1,53.1025,56.525,48.5
60.21,57.625,60.255,54.9025
54.0775,56.365,59.0298,53.95
61.6175,63.8638,64.15,60.6425
65.27,64.135,65.27,61.4975
61.36,59.975,64.85,59.545
66.51,66.52,67.0975,64.5
68.3225,69.125,70.8,67.875
71.1275,67.55,71.2225,66.8
66.4725,69.6666,70.2675,65.615
69.1075,69.225,69.3975,65.25
67.5175,60.6138,68.115,60.4475
63.15,63.725,66.75,62.2225
66.9125,65.515,68.8625,65.5
65.5125,69.076,69.6975,64.49
68.32,67.5475,70.4681,67.0
73.5175,76.0475,76.3,72.665
77.175,78.1912,79.08,74.0875
78.675,75.3725,78.8525,75.3714
74.1425,71.411,74.3275,71.215
72.4475,71.815,73.7425,71.5
67.695,67.5525,68.37,67.2775
68.135,67.5025,68.2,67.1119
66.9725,66.83,68.125,66.2075
65.7425,63.125,65.75,63.075
62.8975,63.16,63.3825,62.643
63.5613,63.035,63.5625,62.22
62.69,62.9975,63.1,61.8525
61.7825,61.5075,61.975,61.005
60.0825,58.925,60.2778,58.8625
59.1075,60.9925,61.1125,58.6875
61.4525,60.4025,61.5875,59.85
61.385,61.8475,62.21,60.985
61.9925,60.7125,62.3175,60.1786
60.05,59.56,60.5625,58.0575
62.62,64.375,64.875,62.075
63.215,62.93,63.3,62.0375
62.5125,62.44,63.3975,62.25
61.985,61.9513,62.3225,61.6426
62.32,62.425,62.5,61.8425
62.2325,61.93,62.2925,61.6938
61.3925,61.9475,62.1723,61.1325
61.82,62.565,62.82,61.6875
62.995,61.915,63.2471,61.6875
61.08,61.8325,62.1375,60.9375
60.755,60.9625,61.4824,60.2137
60.095,59.94,60.51,59.5373
59.9825,59.55,60.4425,59.0975
59.265,58.08,59.3175,57.8175
59.0175,58.775,59.4575,58.525
59.9775,59.6875,59.9775,59.18
58.825,57.725,58.9188,57.5325
58.08,58.9975,59.05,57.765
59.2175,59.95,60.085,58.9525
59.7975,59.69,60.08,59.5
59.655,59.55,59.8275,59.205
59.705,60.13,60.4525,59.5975
59.8425,59.5325,60.0975,59.3387
58.865,57.725,59.0,57.675
57.3775,57.4225,57.985,57.3375
57.0725,56.475,57.3,56.38
56.2875,56.475,57.0161,56.1925
55.9975,56.0475,57.245,55.455
56.0175,54.045,56.2,53.955
54.335,53.6,54.39,53.575
53.495,53.345,54.015,52.815
53.0425,52.8125,53.5925,52.725
53.0425,52.88,53.3725,52.78
52.185,52.575,52.7325,51.8771
52.355,52.755,52.98,52.0675
51.915,50.4675,51.955,50.0925
52.3125,54.115,54.25,52.16
54.185,54.25,54.535,53.945
54.56,54.6675,55.0125,54.295
54.25,55.125,55.1724,54.185
55.3025,54.01,55.3525,53.88
52.7225,52.7725,53.2408,52.485
52.545,52.75,53.31,52.3275
52.795,51.7675,53.6375,51.6411
51.9975,52.758,52.995,51.4125
53.07,50.9725,53.3375,50.9425
51.0475,52.425,52.945,50.1594
52.4475,52.2325,52.47,51.629
52.1425,52.0875,52.365,51.475
52.4025,52.43,52.965,52.0775
52.045,51.9375,52.2775,51.07
51.945,51.915,52.2625,51.5375
52.085,52.7765,52.925,51.635
51.9075,52.16,52.4175,51.0275
52.4025,52.6225,52.885,51.92
52.625,51.4625,52.75,51.2301
50.6475,49.9,50.9725,49.6481
50.255,50.54,50.75,49.4525
50.75,51.0,51.0575,50.065
50.73,51.5575,51.6225,50.535
51.6975,51.575,52.225,51.2792
51.135,50.025,51.3451,49.9475
49.215,49.1875,49.5525,48.845
48.7725,48.0775,48.915,47.7575
48.9025,49.575,50.6325,48.825
49.0025,48.24,49.1375,48.05
47.6225,48.5775,48.905,46.875
48.5725,49.0,49.4536,48.025
48.5525,48.75,49.805,48.4375
49.0925,47.54,49.8225,47.4
46.6325,46.41,46.8425,46.0962
46.4975,46.6025,47.335,46.4125
45.7575,45.155,46.27,45.1025
45.1775,45.08,45.675,44.79
44.3075,45.16,45.16,44.125
46.0825,46.145,47.085,46.0575
45.4925,45.35,45.7875,44.695
45.3275,43.305,45.39,43.0
43.26,43.28,43.4,42.5325
43.5,43.75,45.25,43.4525
43.5175,43.2,43.62,42.885
42.94,43.915,44.425,42.33
44.335,44.46,44.5475,43.8225
44.5575,43.1275,44.755,42.6775
43.1325,44.025,44.3225,42.775
43.71,43.175,44.1675,43.1375
43.1725,44.225,44.4625,43.07
44.235,45.055,45.24,44.1275
44.995,45.1975,45.355,44.125
45.2675,45.12,45.3089,44.6525
45.0525,44.73,45.4,44.625
45.485,45.3975,45.77,45.045
46.0675,46.55,47.1,45.9875
46.0825,45.9425,46.5675,45.6501
45.795,44.795,46.0625,44.6975
45.125,44.975,45.995,44.96
44.6625,44.7,45.2725,44.28
44.935,43.2163,44.9975,43.2
42.19,41.6525,42.265,41.6525
41.0425,41.145,41.4775,40.813
41.8775,42.215,42.715,41.695
41.75,41.225,42.075,41.19
40.305,40.145,40.835,39.75
40.45,41.7475,41.775,40.155
41.3625,41.4025,41.645,40.9775
40.61,42.1,42.6475,40.41
42.87,42.905,43.3325,42.4761
42.8075,42.6325,43.3625,42.415
41.9675,42.64,42.645,41.755
42.695,41.03,42.855,40.8675
39.89,39.8375,40.385,39.22
37.1925,37.7075,37.9075,36.8485
37.5175,38.1259,38.2375,37.0778
39.0125,37.8475,39.475,37.455
37.8625,38.02,38.545,37.6425
38.545,39.1525,39.1875,38.0375
39.565,39.0525,39.5775,38.475
38.4725,37.475,38.5925,37.3
38.0875,38.45,38.9075,37.6075
37.6975,38.45,38.4625,37.225
40.2975,40.2975,40.995,39.82
41.23,42.285,43.195,40.7051
42.18,43.545,43.5538,41.755
43.8625,43.2375,43.985,43.0925
43.705,43.695,43.8674,42.8175
43.7675,43.6175,44.2375,43.6175
43.345,44.2475,44.375,43.11
44.665,44.35,44.7225,43.585
43.915,43.225,43.935,43.0675
42.83,42.325,42.96,42.25
42.11,42.93,42.995,42.05
42.545,42.5313,43.1775,41.9625
42.4275,41.7875,42.4975,41.4935
41.77,41.6675,42.0425,41.2106
41.8175,42.115,42.2764,41.5325
41.9025,41.85,42.6175,41.85
41.57,40.75,41.98,40.375
40.015,39.765,40.5922,39.625
39.3275,38.8775,39.61,38.75
39.3025,39.4575,39.6475,39.0
40.0575,40.1,40.145,39.42
40.6875,40.7925,40.85,40.0854
40.5575,41.375,41.5873,40.425
41.5425,43.1425,43.4875,41.165
41.0575,41.25,41.3425,40.5875
40.8075,40.6775,41.0,40.315
39.815,39.1525,40.43,39.0225
37.87,38.215,38.97,37.8425
38.165,38.155,38.4625,37.68
37.94,38.375,38.87,37.875
38.525,39.1925,39.3325,38.3794
38.28,38.575,38.6892,38.0185
38.22,36.875,38.7775,36.765
36.2575,36.1425,36.6302,35.9125
36.16,36.1275,36.3725,35.709
37.065,36.7725,37.25,36.595
36.55,37.25,37.3125,36.3975
37.6875,37.71,38.09,37.29
37.1075,36.94,37.7975,36.94
36.375,36.005,36.72,35.8125
35.945,35.3625,36.1925,35.3375
35.32,36.4925,36.5475,34.955
35.75,34.09,35.8025,33.8669
33.445,33.9775,34.3675,33.15
33.865,34.285,34.6123,33.8475
34.7775,35.0775,35.4375,34.3925
35.085,35.3525,35.705,34.735
35.8325,36.465,36.795,35.8125
36.2875,37.02,37.375,36.22
36.83,37.4225,37.4225,36.2278
38.05,38.375,38.6375,37.94
38.765,38.55,38.925,38.16
37.9375,38.1375,38.6925,37.6875
39.1325,39.625,40.9275,38.735
40.0475,39.84,40.4763,39.4125
39.895,39.95,40.2625,39.3525
40.51,40.0125,40.865,39.6226
39.6125,40.875,41.1075,39.4525
42.205,42.2375,42.8975,41.0
42.5475,42.785,42.8825,41.35
43.48,43.0,44.2875,42.88
43.2775,44.475,44.475,42.7925
44.9625,43.875,45.085,43.5
45.7525,45.8825,45.9825,45.1325
45.7975,45.215,46.2175,44.7788
45.1175,45.7775,46.2025,45.115
45.25,44.5075,45.5075,44.315
44.8325,44.6025,45.1125,43.875
44.5225,45.1775,45.2219,43.325
46.7275,47.3875,47.6125,45.925
47.7925,47.7725,48.2025,47.16
47.6675,47.25,47.9825,47.1525
47.1175,46.3375,47.275,46.02
46.575,46.89,47.2325,46.295
46.8225,47.405,47.615,46.5975
47.0525,46.57,47.2425,46.241
46.175,47.425,47.475,45.775
47.5025,48.275,48.315,47.415
47.885,48.05,48.3675,47.3875
48.025,47.3075,48.285,47.2625
47.315,47.61,47.7225,46.89
47.9475,47.43,48.2,47.1875
47.7375,47.5,47.9125,47.1325
47.065,47.0,47.4925,46.4325
47.155,46.25,47.75,46.2
45.75,45.8125,46.1972,45.38
45.57,45.815,45.875,45.0936
44.89,44.985,45.135,44.4775
44.3125,44.3875,44.975,43.7775
44.125,44.475,44.9425,43.425
44.2175,44.8723,45.4375,43.6492
43.445,43.965,44.6125,42.7775
44.375,45.71,46.1999,44.235
45.985,43.8325,46.25,43.7825
43.6,44.22,44.7575,43.25
43.9275,43.19,44.375,43.02
42.2375,42.77,43.3125,41.9644
42.4525,41.825,42.8825,41.79
41.39,42.2475,42.3675,41.3125
42.155,41.0075,42.45,40.9325
40.63,40.565,41.0975,39.7975
40.285,37.8975,40.515,37.4225
37.66,36.415,37.7675,36.2
37.315,37.775,37.8725,36.85
38.0125,39.04,39.125,37.985
39.13,39.0375,39.5143,38.49
39.195,39.5,39.73,38.625
39.1125,39.0675,39.5372,38.48
38.565,38.75,38.975,38.34
38.8525,39.13,39.3975,38.2775
39.275,39.625,40.19,38.9375
39.6725,40.64,41.32,39.585
